"event","quarter","id","industry","bin","p","time","Year","Quarter","resolution","realization","binL","binH","binValue"
2003.25,1,519,"1.0000",1,0.05,2003.125,NA,NA,1,NA,1,1,1
2003.5,2,519,"1.0000",1,0.15,2002.375,NA,NA,1,NA,1,1,1
2003.5,3,519,"1.0000",1,0.2,2002.625,NA,NA,1,NA,1,1,1
2003.5,1,519,"1.0000",1,0.1,2003.125,NA,NA,1,NA,1,1,1
2003.5,2,519,"1.0000",1,0.1,2003.375,NA,NA,1,NA,1,1,1
2003.75,3,519,"1.0000",1,0.2,2002.625,NA,NA,1,NA,1,1,1
2003.75,1,519,"1.0000",1,0.05,2003.125,NA,NA,1,NA,1,1,1
2003.75,2,519,"1.0000",1,0.1,2003.375,NA,NA,1,NA,1,1,1
2003.75,3,519,"1.0000",1,0.05,2003.625,NA,NA,1,NA,1,1,1
2004,1,519,"1.0000",1,0.1,2003.125,NA,NA,1,NA,1,1,1
2004,2,519,"1.0000",1,0.15,2003.375,NA,NA,1,NA,1,1,1
2004,3,519,"1.0000",1,0.1,2003.625,NA,NA,1,NA,1,1,1
2004,4,519,"1.0000",1,0.03,2003.875,NA,NA,1,NA,1,1,1
2004.25,1,519,"1.0000",1,0.15,2003.125,NA,NA,1,NA,1,1,1
2004.25,2,519,"1.0000",1,0.15,2003.375,NA,NA,1,NA,1,1,1
2004.25,3,519,"1.0000",1,0.15,2003.625,NA,NA,1,NA,1,1,1
2004.25,4,519,"1.0000",1,0.1,2003.875,NA,NA,1,NA,1,1,1
2004.25,1,519,"1.0000",1,0.04,2004.125,NA,NA,1,NA,1,1,1
2004.5,2,519,"1.0000",1,0.15,2003.375,NA,NA,1,NA,1,1,1
2004.5,3,519,"1.0000",1,0.15,2003.625,NA,NA,1,NA,1,1,1
2004.5,4,519,"1.0000",1,0.1,2003.875,NA,NA,1,NA,1,1,1
2004.5,1,519,"1.0000",1,0.08,2004.125,NA,NA,1,NA,1,1,1
2004.75,3,519,"1.0000",1,0.15,2003.625,NA,NA,1,NA,1,1,1
2004.75,4,519,"1.0000",1,0.1,2003.875,NA,NA,1,NA,1,1,1
2004.75,1,519,"1.0000",1,0.1,2004.125,NA,NA,1,NA,1,1,1
2004.75,2,519,"1.0000",1,0.1,2004.375,NA,NA,1,NA,1,1,1
2004.75,3,519,"1.0000",1,0.03,2004.625,NA,NA,1,NA,1,1,1
2005,4,519,"1.0000",1,0.1,2003.875,NA,NA,1,NA,1,1,1
2005,1,519,"1.0000",1,0.12,2004.125,NA,NA,1,NA,1,1,1
2005,2,519,"1.0000",1,0.12,2004.375,NA,NA,1,NA,1,1,1
2005,3,519,"1.0000",1,0.08,2004.625,NA,NA,1,NA,1,1,1
2005.25,1,519,"1.0000",1,0.15,2004.125,NA,NA,1,NA,1,1,1
2005.25,2,519,"1.0000",1,0.14,2004.375,NA,NA,1,NA,1,1,1
2005.25,3,519,"1.0000",1,0.08,2004.625,NA,NA,1,NA,1,1,1
2005.5,2,519,"1.0000",1,0.16,2004.375,NA,NA,1,NA,1,1,1
2005.5,3,519,"1.0000",1,0.1,2004.625,NA,NA,1,NA,1,1,1
2005.5,2,519,"1.0000",1,0.02,2005.375,NA,NA,1,NA,1,1,1
2005.75,3,519,"1.0000",1,0.12,2004.625,NA,NA,1,NA,1,1,1
2005.75,2,519,"1.0000",1,0.08,2005.375,NA,NA,1,NA,1,1,1
2006,2,519,"1.0000",1,0.1,2005.375,NA,NA,1,NA,1,1,1
2006,3,519,"1.0000",1,0.05,2005.625,NA,NA,1,NA,1,1,1
2006,4,519,"1.0000",1,0.01,2005.875,NA,NA,1,NA,1,1,1
2006.25,2,519,"1.0000",1,0.13,2005.375,NA,NA,1,NA,1,1,1
2006.25,3,519,"1.0000",1,0.1,2005.625,NA,NA,1,NA,1,1,1
2006.25,4,519,"1.0000",1,0.05,2005.875,NA,NA,1,NA,1,1,1
2006.25,1,519,"1.0000",1,0.01,2006.125,NA,NA,1,NA,1,1,1
2006.5,2,519,"1.0000",1,0.15,2005.375,NA,NA,1,NA,1,1,1
2006.5,3,519,"1.0000",1,0.15,2005.625,NA,NA,1,NA,1,1,1
2006.5,4,519,"1.0000",1,0.15,2005.875,NA,NA,1,NA,1,1,1
2006.5,1,519,"1.0000",1,0.12,2006.125,NA,NA,1,NA,1,1,1
2006.5,2,519,"1.0000",1,0.1,2006.375,NA,NA,1,NA,1,1,1
2006.75,3,519,"1.0000",1,0.2,2005.625,NA,NA,1,NA,1,1,1
2006.75,4,519,"1.0000",1,0.2,2005.875,NA,NA,1,NA,1,1,1
2006.75,1,519,"1.0000",1,0.17,2006.125,NA,NA,1,NA,1,1,1
2006.75,2,519,"1.0000",1,0.12,2006.375,NA,NA,1,NA,1,1,1
2006.75,3,519,"1.0000",1,0.05,2006.625,NA,NA,1,NA,1,1,1
2007,4,519,"1.0000",1,0.25,2005.875,NA,NA,1,NA,1,1,1
2007,1,519,"1.0000",1,0.19,2006.125,NA,NA,1,NA,1,1,1
2007,2,519,"1.0000",1,0.14,2006.375,NA,NA,1,NA,1,1,1
2007,3,519,"1.0000",1,0.1,2006.625,NA,NA,1,NA,1,1,1
2007.25,1,519,"1.0000",1,0.2,2006.125,NA,NA,1,NA,1,1,1
2007.25,2,519,"1.0000",1,0.16,2006.375,NA,NA,1,NA,1,1,1
2007.25,3,519,"1.0000",1,0.15,2006.625,NA,NA,1,NA,1,1,1
2007.25,1,519,"1.0000",1,0.02,2007.125,NA,NA,1,NA,1,1,1
2007.5,2,519,"1.0000",1,0.18,2006.375,NA,NA,1,NA,1,1,1
2007.5,3,519,"1.0000",1,0.2,2006.625,NA,NA,1,NA,1,1,1
2007.5,1,519,"1.0000",1,0.1,2007.125,NA,NA,1,NA,1,1,1
2007.5,2,519,"1.0000",1,0.1,2007.375,NA,NA,1,NA,1,1,1
2007.75,3,519,"1.0000",1,0.25,2006.625,NA,NA,1,NA,1,1,1
2007.75,1,519,"1.0000",1,0.13,2007.125,NA,NA,1,NA,1,1,1
2007.75,2,519,"1.0000",1,0.15,2007.375,NA,NA,1,NA,1,1,1
2007.75,3,519,"1.0000",1,0.15,2007.625,NA,NA,1,NA,1,1,1
2008,1,519,"1.0000",1,0.17,2007.125,NA,NA,1,NA,1,1,1
2008,2,519,"1.0000",1,0.17,2007.375,NA,NA,1,NA,1,1,1
2008,3,519,"1.0000",1,0.18,2007.625,NA,NA,1,NA,1,1,1
2008,4,519,"1.0000",1,0.15,2007.875,NA,NA,1,NA,1,1,1
2008.25,1,519,"1.0000",1,0.2,2007.125,2008,1,1,1,1,1,1
2008.25,2,519,"1.0000",1,0.2,2007.375,2008,1,1,1,1,1,1
2008.25,3,519,"1.0000",1,0.2,2007.625,2008,1,1,1,1,1,1
2008.25,4,519,"1.0000",1,0.18,2007.875,2008,1,1,1,1,1,1
2008.25,1,519,"1.0000",1,0.18,2008.125,2008,1,1,1,1,1,1
2008.25,5,519,"1.0000",1,1,2008.249,2008,1,2,1,1,1,1
2008.5,2,519,"1.0000",1,0.2,2007.375,NA,NA,1,NA,1,1,1
2008.5,3,519,"1.0000",1,0.22,2007.625,NA,NA,1,NA,1,1,1
2008.5,4,519,"1.0000",1,0.2,2007.875,NA,NA,1,NA,1,1,1
2008.5,1,519,"1.0000",1,0.2,2008.125,NA,NA,1,NA,1,1,1
2008.75,3,519,"1.0000",1,0.25,2007.625,2008,3,1,1,1,1,1
2008.75,4,519,"1.0000",1,0.22,2007.875,2008,3,1,1,1,1,1
2008.75,1,519,"1.0000",1,0.22,2008.125,2008,3,1,1,1,1,1
2008.75,3,519,"1.0000",1,0.15,2008.625,2008,3,1,1,1,1,1
2008.75,5,519,"1.0000",1,1,2008.749,2008,3,2,1,1,1,1
2009,4,519,"1.0000",1,0.25,2007.875,2008,4,1,1,1,1,1
2009,1,519,"1.0000",1,0.25,2008.125,2008,4,1,1,1,1,1
2009,3,519,"1.0000",1,0.5,2008.625,2008,4,1,1,1,1,1
2009,4,519,"1.0000",1,0.99,2008.875,2008,4,1,1,1,1,1
2009,5,519,"1.0000",1,1,2008.999,2008,4,2,1,1,1,1
2009.25,1,519,"1.0000",1,0.25,2008.125,2009,1,1,1,1,1,1
2009.25,3,519,"1.0000",1,0.4,2008.625,2009,1,1,1,1,1,1
2009.25,4,519,"1.0000",1,0.5,2008.875,2009,1,1,1,1,1,1
2009.25,5,519,"1.0000",1,1,2009.249,2009,1,2,1,1,1,1
2009.5,3,519,"1.0000",1,0.3,2008.625,2009,2,1,1,1,1,1
2009.5,4,519,"1.0000",1,0.5,2008.875,2009,2,1,1,1,1,1
2009.5,5,519,"1.0000",1,1,2009.499,2009,2,2,1,1,1,1
2009.75,3,519,"1.0000",1,0.2,2008.625,NA,NA,1,NA,1,1,1
2009.75,4,519,"1.0000",1,0.3,2008.875,NA,NA,1,NA,1,1,1
2010,4,519,"1.0000",1,0.2,2008.875,NA,NA,1,NA,1,1,1
2002.25,1,520,"2.0000",1,0.15,2002.125,NA,NA,1,NA,1,1,1
2002.5,1,520,"2.0000",1,0.05,2002.125,NA,NA,1,NA,1,1,1
2002.5,2,520,"2.0000",1,0.1,2002.375,NA,NA,1,NA,1,1,1
2002.75,1,520,"2.0000",1,0.05,2002.125,NA,NA,1,NA,1,1,1
2002.75,2,520,"2.0000",1,0.2,2002.375,NA,NA,1,NA,1,1,1
2002.75,3,520,"2.0000",1,0.2,2002.625,NA,NA,1,NA,1,1,1
2003,1,520,"2.0000",1,0.05,2002.125,NA,NA,1,NA,1,1,1
2003,2,520,"2.0000",1,0.1,2002.375,NA,NA,1,NA,1,1,1
2003,3,520,"2.0000",1,0.2,2002.625,NA,NA,1,NA,1,1,1
2003,4,520,"2.0000",1,0.3,2002.875,NA,NA,1,NA,1,1,1
2003.25,1,520,"2.0000",1,0.05,2002.125,NA,NA,1,NA,1,1,1
2003.25,3,520,"2.0000",1,0.05,2002.625,NA,NA,1,NA,1,1,1
2003.25,4,520,"2.0000",1,0.35,2002.875,NA,NA,1,NA,1,1,1
2003.25,1,520,"2.0000",1,0.1,2003.125,NA,NA,1,NA,1,1,1
2003.5,3,520,"2.0000",1,0.05,2002.625,NA,NA,1,NA,1,1,1
2003.5,4,520,"2.0000",1,0.25,2002.875,NA,NA,1,NA,1,1,1
2003.5,1,520,"2.0000",1,0.1,2003.125,NA,NA,1,NA,1,1,1
2003.5,2,520,"2.0000",1,0.1,2003.375,NA,NA,1,NA,1,1,1
2003.75,3,520,"2.0000",1,0.05,2002.625,NA,NA,1,NA,1,1,1
2003.75,4,520,"2.0000",1,0.2,2002.875,NA,NA,1,NA,1,1,1
2003.75,1,520,"2.0000",1,0.05,2003.125,NA,NA,1,NA,1,1,1
2003.75,2,520,"2.0000",1,0.05,2003.375,NA,NA,1,NA,1,1,1
2003.75,3,520,"2.0000",1,0.05,2003.625,NA,NA,1,NA,1,1,1
2004,4,520,"2.0000",1,0.2,2002.875,NA,NA,1,NA,1,1,1
2004,1,520,"2.0000",1,0.05,2003.125,NA,NA,1,NA,1,1,1
2004,2,520,"2.0000",1,0.05,2003.375,NA,NA,1,NA,1,1,1
2004,3,520,"2.0000",1,0.1,2003.625,NA,NA,1,NA,1,1,1
2004.25,1,520,"2.0000",1,0.05,2003.125,NA,NA,1,NA,1,1,1
2004.25,2,520,"2.0000",1,0.05,2003.375,NA,NA,1,NA,1,1,1
2004.25,3,520,"2.0000",1,0.1,2003.625,NA,NA,1,NA,1,1,1
2004.25,1,520,"2.0000",1,0.05,2004.125,NA,NA,1,NA,1,1,1
2004.5,2,520,"2.0000",1,0.05,2003.375,NA,NA,1,NA,1,1,1
2004.5,3,520,"2.0000",1,0.1,2003.625,NA,NA,1,NA,1,1,1
2004.5,1,520,"2.0000",1,0.1,2004.125,NA,NA,1,NA,1,1,1
2004.75,3,520,"2.0000",1,0.1,2003.625,NA,NA,1,NA,1,1,1
2004.75,1,520,"2.0000",1,0.1,2004.125,NA,NA,1,NA,1,1,1
2004.75,3,520,"2.0000",1,0.02,2004.625,NA,NA,1,NA,1,1,1
2005,1,520,"2.0000",1,0.1,2004.125,NA,NA,1,NA,1,1,1
2005,3,520,"2.0000",1,0.02,2004.625,NA,NA,1,NA,1,1,1
2005.25,1,520,"2.0000",1,0.1,2004.125,NA,NA,1,NA,1,1,1
2005.25,3,520,"2.0000",1,0.05,2004.625,NA,NA,1,NA,1,1,1
2005.25,4,520,"2.0000",1,0.1,2004.875,NA,NA,1,NA,1,1,1
2005.25,1,520,"2.0000",1,0.05,2005.125,NA,NA,1,NA,1,1,1
2005.5,3,520,"2.0000",1,0.05,2004.625,NA,NA,1,NA,1,1,1
2005.5,4,520,"2.0000",1,0.1,2004.875,NA,NA,1,NA,1,1,1
2005.5,1,520,"2.0000",1,0.05,2005.125,NA,NA,1,NA,1,1,1
2005.75,3,520,"2.0000",1,0.05,2004.625,NA,NA,1,NA,1,1,1
2005.75,4,520,"2.0000",1,0.15,2004.875,NA,NA,1,NA,1,1,1
2005.75,1,520,"2.0000",1,0.05,2005.125,NA,NA,1,NA,1,1,1
2005.75,3,520,"2.0000",1,0.03,2005.625,NA,NA,1,NA,1,1,1
2006,4,520,"2.0000",1,0.15,2004.875,NA,NA,1,NA,1,1,1
2006,1,520,"2.0000",1,0.05,2005.125,NA,NA,1,NA,1,1,1
2006,3,520,"2.0000",1,0.03,2005.625,NA,NA,1,NA,1,1,1
2006,4,520,"2.0000",1,0.05,2005.875,NA,NA,1,NA,1,1,1
2006.25,1,520,"2.0000",1,0.05,2005.125,NA,NA,1,NA,1,1,1
2006.25,3,520,"2.0000",1,0.05,2005.625,NA,NA,1,NA,1,1,1
2006.25,4,520,"2.0000",1,0.05,2005.875,NA,NA,1,NA,1,1,1
2006.5,3,520,"2.0000",1,0.05,2005.625,NA,NA,1,NA,1,1,1
2006.5,4,520,"2.0000",1,0.05,2005.875,NA,NA,1,NA,1,1,1
2006.75,3,520,"2.0000",1,0.05,2005.625,NA,NA,1,NA,1,1,1
2006.75,4,520,"2.0000",1,0.1,2005.875,NA,NA,1,NA,1,1,1
2006.75,2,520,"2.0000",1,0.15,2006.375,NA,NA,1,NA,1,1,1
2006.75,3,520,"2.0000",1,0.05,2006.625,NA,NA,1,NA,1,1,1
2007,4,520,"2.0000",1,0.1,2005.875,NA,NA,1,NA,1,1,1
2007,2,520,"2.0000",1,0.15,2006.375,NA,NA,1,NA,1,1,1
2007,3,520,"2.0000",1,0.1,2006.625,NA,NA,1,NA,1,1,1
2007,4,520,"2.0000",1,0.1,2006.875,NA,NA,1,NA,1,1,1
2007.25,2,520,"2.0000",1,0.15,2006.375,NA,NA,1,NA,1,1,1
2007.25,3,520,"2.0000",1,0.15,2006.625,NA,NA,1,NA,1,1,1
2007.25,4,520,"2.0000",1,0.25,2006.875,NA,NA,1,NA,1,1,1
2007.25,1,520,"2.0000",1,0.05,2007.125,NA,NA,1,NA,1,1,1
2007.5,2,520,"2.0000",1,0.2,2006.375,NA,NA,1,NA,1,1,1
2007.5,3,520,"2.0000",1,0.2,2006.625,NA,NA,1,NA,1,1,1
2007.5,4,520,"2.0000",1,0.2,2006.875,NA,NA,1,NA,1,1,1
2007.5,1,520,"2.0000",1,0.1,2007.125,NA,NA,1,NA,1,1,1
2007.5,2,520,"2.0000",1,0.3,2007.375,NA,NA,1,NA,1,1,1
2007.75,3,520,"2.0000",1,0.15,2006.625,NA,NA,1,NA,1,1,1
2007.75,4,520,"2.0000",1,0.2,2006.875,NA,NA,1,NA,1,1,1
2007.75,1,520,"2.0000",1,0.1,2007.125,NA,NA,1,NA,1,1,1
2007.75,2,520,"2.0000",1,0.25,2007.375,NA,NA,1,NA,1,1,1
2008,4,520,"2.0000",1,0.15,2006.875,NA,NA,1,NA,1,1,1
2008,1,520,"2.0000",1,0.1,2007.125,NA,NA,1,NA,1,1,1
2008,2,520,"2.0000",1,0.2,2007.375,NA,NA,1,NA,1,1,1
2008,4,520,"2.0000",1,0.25,2007.875,NA,NA,1,NA,1,1,1
2008.25,1,520,"2.0000",1,0.1,2007.125,2008,1,1,1,1,1,1
2008.25,2,520,"2.0000",1,0.2,2007.375,2008,1,1,1,1,1,1
2008.25,4,520,"2.0000",1,0.15,2007.875,2008,1,1,1,1,1,1
2008.25,1,520,"2.0000",1,0.4,2008.125,2008,1,1,1,1,1,1
2008.25,5,520,"2.0000",1,1,2008.249,2008,1,2,1,1,1,1
2008.5,2,520,"2.0000",1,0.15,2007.375,NA,NA,1,NA,1,1,1
2008.5,4,520,"2.0000",1,0.1,2007.875,NA,NA,1,NA,1,1,1
2008.5,1,520,"2.0000",1,0.3,2008.125,NA,NA,1,NA,1,1,1
2008.5,2,520,"2.0000",1,0.35,2008.375,NA,NA,1,NA,1,1,1
2008.75,4,520,"2.0000",1,0.05,2007.875,2008,3,1,1,1,1,1
2008.75,1,520,"2.0000",1,0.2,2008.125,2008,3,1,1,1,1,1
2008.75,2,520,"2.0000",1,0.1,2008.375,2008,3,1,1,1,1,1
2008.75,3,520,"2.0000",1,0.9,2008.625,2008,3,1,1,1,1,1
2008.75,5,520,"2.0000",1,1,2008.749,2008,3,2,1,1,1,1
2009,1,520,"2.0000",1,0.1,2008.125,2008,4,1,1,1,1,1
2009,2,520,"2.0000",1,0.05,2008.375,2008,4,1,1,1,1,1
2009,3,520,"2.0000",1,0.9,2008.625,2008,4,1,1,1,1,1
2009,4,520,"2.0000",1,1,2008.875,2008,4,1,1,1,1,1
2009,5,520,"2.0000",1,1,2008.999,2008,4,2,1,1,1,1
2009.25,1,520,"2.0000",1,0.05,2008.125,2009,1,1,1,1,1,1
2009.25,2,520,"2.0000",1,0.05,2008.375,2009,1,1,1,1,1,1
2009.25,3,520,"2.0000",1,0.8,2008.625,2009,1,1,1,1,1,1
2009.25,4,520,"2.0000",1,0.9,2008.875,2009,1,1,1,1,1,1
2009.25,1,520,"2.0000",1,1,2009.125,2009,1,1,1,1,1,1
2009.25,5,520,"2.0000",1,1,2009.249,2009,1,2,1,1,1,1
2009.5,2,520,"2.0000",1,0.05,2008.375,2009,2,1,1,1,1,1
2009.5,3,520,"2.0000",1,0.25,2008.625,2009,2,1,1,1,1,1
2009.5,4,520,"2.0000",1,0.8,2008.875,2009,2,1,1,1,1,1
2009.5,1,520,"2.0000",1,1,2009.125,2009,2,1,1,1,1,1
2009.5,2,520,"2.0000",1,1,2009.375,2009,2,1,1,1,1,1
2009.5,5,520,"2.0000",1,1,2009.499,2009,2,2,1,1,1,1
2009.75,3,520,"2.0000",1,0.15,2008.625,NA,NA,1,NA,1,1,1
2009.75,4,520,"2.0000",1,0.2,2008.875,NA,NA,1,NA,1,1,1
2009.75,1,520,"2.0000",1,0.25,2009.125,NA,NA,1,NA,1,1,1
2009.75,2,520,"2.0000",1,0.5,2009.375,NA,NA,1,NA,1,1,1
2009.75,3,520,"2.0000",1,0.15,2009.625,NA,NA,1,NA,1,1,1
2010,4,520,"2.0000",1,0.1,2008.875,NA,NA,1,NA,1,1,1
2010,1,520,"2.0000",1,0.15,2009.125,NA,NA,1,NA,1,1,1
2010,2,520,"2.0000",1,0.1,2009.375,NA,NA,1,NA,1,1,1
2010,3,520,"2.0000",1,0.1,2009.625,NA,NA,1,NA,1,1,1
2010,4,520,"2.0000",1,0.05,2009.875,NA,NA,1,NA,1,1,1
2010.25,1,520,"2.0000",1,0.15,2009.125,NA,NA,1,NA,1,1,1
2010.25,2,520,"2.0000",1,0.05,2009.375,NA,NA,1,NA,1,1,1
2010.25,3,520,"2.0000",1,0.05,2009.625,NA,NA,1,NA,1,1,1
2010.25,4,520,"2.0000",1,0.05,2009.875,NA,NA,1,NA,1,1,1
2010.25,1,520,"2.0000",1,0.05,2010.125,NA,NA,1,NA,1,1,1
2010.5,2,520,"2.0000",1,0.05,2009.375,NA,NA,1,NA,1,1,1
2010.5,3,520,"2.0000",1,0.05,2009.625,NA,NA,1,NA,1,1,1
2010.5,4,520,"2.0000",1,0.05,2009.875,NA,NA,1,NA,1,1,1
2010.5,1,520,"2.0000",1,0.05,2010.125,NA,NA,1,NA,1,1,1
2010.75,3,520,"2.0000",1,0.02,2009.625,NA,NA,1,NA,1,1,1
2010.75,4,520,"2.0000",1,0.05,2009.875,NA,NA,1,NA,1,1,1
2010.75,1,520,"2.0000",1,0.05,2010.125,NA,NA,1,NA,1,1,1
2011,4,520,"2.0000",1,0.05,2009.875,NA,NA,1,NA,1,1,1
2011,1,520,"2.0000",1,0.05,2010.125,NA,NA,1,NA,1,1,1
2011,2,520,"2.0000",1,0.02,2010.375,NA,NA,1,NA,1,1,1
2011,4,520,"2.0000",1,0.8,2010.875,NA,NA,1,NA,1,1,1
2011.25,1,520,"2.0000",1,0.05,2010.125,2011,1,1,1,1,1,1
2011.25,2,520,"2.0000",1,0.03,2010.375,2011,1,1,1,1,1,1
2011.25,4,520,"2.0000",1,0.1,2010.875,2011,1,1,1,1,1,1
2011.25,1,520,"2.0000",1,0.02,2011.125,2011,1,1,1,1,1,1
2011.25,5,520,"2.0000",1,1,2011.249,2011,1,2,1,1,1,1
2011.5,2,520,"2.0000",1,0.05,2010.375,NA,NA,1,NA,1,1,1
2011.5,3,520,"2.0000",1,0.05,2010.625,NA,NA,1,NA,1,1,1
2011.5,4,520,"2.0000",1,0.1,2010.875,NA,NA,1,NA,1,1,1
2011.5,1,520,"2.0000",1,0.02,2011.125,NA,NA,1,NA,1,1,1
2011.75,3,520,"2.0000",1,0.1,2010.625,2011,3,1,1,1,1,1
2011.75,4,520,"2.0000",1,0.1,2010.875,2011,3,1,1,1,1,1
2011.75,1,520,"2.0000",1,0.02,2011.125,2011,3,1,1,1,1,1
2011.75,3,520,"2.0000",1,0.1,2011.625,2011,3,1,1,1,1,1
2011.75,5,520,"2.0000",1,1,2011.749,2011,3,2,1,1,1,1
2012,4,520,"2.0000",1,0.5,2010.875,NA,NA,1,NA,1,1,1
2012,1,520,"2.0000",1,0.02,2011.125,NA,NA,1,NA,1,1,1
2012,3,520,"2.0000",1,0.1,2011.625,NA,NA,1,NA,1,1,1
2012,4,520,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2012.25,1,520,"2.0000",1,0.02,2011.125,NA,NA,1,NA,1,1,1
2012.25,2,520,"2.0000",1,0.05,2011.375,NA,NA,1,NA,1,1,1
2012.25,3,520,"2.0000",1,0.1,2011.625,NA,NA,1,NA,1,1,1
2012.25,4,520,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2012.25,1,520,"2.0000",1,0.05,2012.125,NA,NA,1,NA,1,1,1
2012.5,2,520,"2.0000",1,0.05,2011.375,NA,NA,1,NA,1,1,1
2012.5,3,520,"2.0000",1,0.05,2011.625,NA,NA,1,NA,1,1,1
2012.5,4,520,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2012.5,1,520,"2.0000",1,0.05,2012.125,NA,NA,1,NA,1,1,1
2012.5,2,520,"2.0000",1,0.05,2012.375,NA,NA,1,NA,1,1,1
2012.75,3,520,"2.0000",1,0.05,2011.625,NA,NA,1,NA,1,1,1
2012.75,4,520,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2012.75,1,520,"2.0000",1,0.05,2012.125,NA,NA,1,NA,1,1,1
2012.75,2,520,"2.0000",1,0.05,2012.375,NA,NA,1,NA,1,1,1
2012.75,3,520,"2.0000",1,0.02,2012.625,NA,NA,1,NA,1,1,1
2013,4,520,"2.0000",1,0.1,2011.875,NA,NA,1,NA,1,1,1
2013,1,520,"2.0000",1,0.05,2012.125,NA,NA,1,NA,1,1,1
2013,2,520,"2.0000",1,0.05,2012.375,NA,NA,1,NA,1,1,1
2013,3,520,"2.0000",1,0.05,2012.625,NA,NA,1,NA,1,1,1
2013,4,520,"2.0000",1,0.05,2012.875,NA,NA,1,NA,1,1,1
2013.25,1,520,"2.0000",1,0.05,2012.125,NA,NA,1,NA,1,1,1
2013.25,2,520,"2.0000",1,0.05,2012.375,NA,NA,1,NA,1,1,1
2013.25,3,520,"2.0000",1,0.1,2012.625,NA,NA,1,NA,1,1,1
2013.25,4,520,"2.0000",1,0.2,2012.875,NA,NA,1,NA,1,1,1
2013.25,1,520,"2.0000",1,0.2,2013.125,NA,NA,1,NA,1,1,1
2013.5,2,520,"2.0000",1,0.05,2012.375,NA,NA,1,NA,1,1,1
2013.5,3,520,"2.0000",1,0.05,2012.625,NA,NA,1,NA,1,1,1
2013.5,4,520,"2.0000",1,0.2,2012.875,NA,NA,1,NA,1,1,1
2013.5,1,520,"2.0000",1,0.2,2013.125,NA,NA,1,NA,1,1,1
2013.5,2,520,"2.0000",1,0.05,2013.375,NA,NA,1,NA,1,1,1
2013.75,3,520,"2.0000",1,0.05,2012.625,NA,NA,1,NA,1,1,1
2013.75,4,520,"2.0000",1,0.05,2012.875,NA,NA,1,NA,1,1,1
2013.75,1,520,"2.0000",1,0.15,2013.125,NA,NA,1,NA,1,1,1
2013.75,2,520,"2.0000",1,0.05,2013.375,NA,NA,1,NA,1,1,1
2014,4,520,"2.0000",1,0.05,2012.875,NA,NA,1,NA,1,1,1
2014,1,520,"2.0000",1,0.1,2013.125,NA,NA,1,NA,1,1,1
2014,2,520,"2.0000",1,0.05,2013.375,NA,NA,1,NA,1,1,1
2014,3,520,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014.25,1,520,"2.0000",1,0.1,2013.125,2014,1,1,1,1,1,1
2014.25,2,520,"2.0000",1,0.05,2013.375,2014,1,1,1,1,1,1
2014.25,3,520,"2.0000",1,0.05,2013.625,2014,1,1,1,1,1,1
2014.25,5,520,"2.0000",1,1,2014.249,2014,1,2,1,1,1,1
2014.5,2,520,"2.0000",1,0.05,2013.375,NA,NA,1,NA,1,1,1
2014.5,3,520,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014.5,4,520,"2.0000",1,0.05,2013.875,NA,NA,1,NA,1,1,1
2014.5,2,520,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2014.75,3,520,"2.0000",1,0.05,2013.625,NA,NA,1,NA,1,1,1
2014.75,4,520,"2.0000",1,0.05,2013.875,NA,NA,1,NA,1,1,1
2014.75,2,520,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2015,4,520,"2.0000",1,0.1,2013.875,NA,NA,1,NA,1,1,1
2015,2,520,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2015,4,520,"2.0000",1,0.05,2014.875,NA,NA,1,NA,1,1,1
2015.25,1,520,"2.0000",1,0.05,2014.125,NA,NA,1,NA,1,1,1
2015.25,2,520,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2015.25,3,520,"2.0000",1,0.05,2014.625,NA,NA,1,NA,1,1,1
2015.25,4,520,"2.0000",1,0.05,2014.875,NA,NA,1,NA,1,1,1
2015.25,1,520,"2.0000",1,0.1,2015.125,NA,NA,1,NA,1,1,1
2015.5,2,520,"2.0000",1,0.05,2014.375,NA,NA,1,NA,1,1,1
2015.5,3,520,"2.0000",1,0.05,2014.625,NA,NA,1,NA,1,1,1
2015.5,4,520,"2.0000",1,0.1,2014.875,NA,NA,1,NA,1,1,1
2015.5,1,520,"2.0000",1,0.1,2015.125,NA,NA,1,NA,1,1,1
2015.5,2,520,"2.0000",1,0.05,2015.375,NA,NA,1,NA,1,1,1
2015.75,3,520,"2.0000",1,0.05,2014.625,NA,NA,1,NA,1,1,1
2015.75,4,520,"2.0000",1,0.1,2014.875,NA,NA,1,NA,1,1,1
2015.75,1,520,"2.0000",1,0.1,2015.125,NA,NA,1,NA,1,1,1
2015.75,2,520,"2.0000",1,0.05,2015.375,NA,NA,1,NA,1,1,1
