StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,1_LoopNo,1_ChooseBin,1_ThinkMore,1_ThinkDifferentHigh,1_ThinkDifferentLow,1_ItemConfElicitation_4,1_HistogramElicitation_4,1_HistogramElicitation_5,1_HistogramElicitation_6,1_HistogramElicitation_7,1_HistogramElicitation_8,1_HistogramElicitation_9,1_HistogramElicitation_10,1_HistogramElicitation_11,2_LoopNo,2_ChooseBin,2_ThinkMore,2_ThinkDifferentHigh,2_ThinkDifferentLow,2_ItemConfElicitation_4,2_HistogramElicitation_4,2_HistogramElicitation_5,2_HistogramElicitation_6,2_HistogramElicitation_7,2_HistogramElicitation_8,2_HistogramElicitation_9,2_HistogramElicitation_10,2_HistogramElicitation_11,3_LoopNo,3_ChooseBin,3_ThinkMore,3_ThinkDifferentHigh,3_ThinkDifferentLow,3_ItemConfElicitation_4,3_HistogramElicitation_4,3_HistogramElicitation_5,3_HistogramElicitation_6,3_HistogramElicitation_7,3_HistogramElicitation_8,3_HistogramElicitation_9,3_HistogramElicitation_10,3_HistogramElicitation_11,4_LoopNo,4_ChooseBin,4_ThinkMore,4_ThinkDifferentHigh,4_ThinkDifferentLow,4_ItemConfElicitation_4,4_HistogramElicitation_4,4_HistogramElicitation_5,4_HistogramElicitation_6,4_HistogramElicitation_7,4_HistogramElicitation_8,4_HistogramElicitation_9,4_HistogramElicitation_10,4_HistogramElicitation_11,5_LoopNo,5_ChooseBin,5_ThinkMore,5_ThinkDifferentHigh,5_ThinkDifferentLow,5_ItemConfElicitation_4,5_HistogramElicitation_4,5_HistogramElicitation_5,5_HistogramElicitation_6,5_HistogramElicitation_7,5_HistogramElicitation_8,5_HistogramElicitation_9,5_HistogramElicitation_10,5_HistogramElicitation_11,6_LoopNo,6_ChooseBin,6_ThinkMore,6_ThinkDifferentHigh,6_ThinkDifferentLow,6_ItemConfElicitation_4,6_HistogramElicitation_4,6_HistogramElicitation_5,6_HistogramElicitation_6,6_HistogramElicitation_7,6_HistogramElicitation_8,6_HistogramElicitation_9,6_HistogramElicitation_10,6_HistogramElicitation_11,7_LoopNo,7_ChooseBin,7_ThinkMore,7_ThinkDifferentHigh,7_ThinkDifferentLow,7_ItemConfElicitation_4,7_HistogramElicitation_4,7_HistogramElicitation_5,7_HistogramElicitation_6,7_HistogramElicitation_7,7_HistogramElicitation_8,7_HistogramElicitation_9,7_HistogramElicitation_10,7_HistogramElicitation_11,8_LoopNo,8_ChooseBin,8_ThinkMore,8_ThinkDifferentHigh,8_ThinkDifferentLow,8_ItemConfElicitation_4,8_HistogramElicitation_4,8_HistogramElicitation_5,8_HistogramElicitation_6,8_HistogramElicitation_7,8_HistogramElicitation_8,8_HistogramElicitation_9,8_HistogramElicitation_10,8_HistogramElicitation_11,9_LoopNo,9_ChooseBin,9_ThinkMore,9_ThinkDifferentHigh,9_ThinkDifferentLow,9_ItemConfElicitation_4,9_HistogramElicitation_4,9_HistogramElicitation_5,9_HistogramElicitation_6,9_HistogramElicitation_7,9_HistogramElicitation_8,9_HistogramElicitation_9,9_HistogramElicitation_10,9_HistogramElicitation_11,10_LoopNo,10_ChooseBin,10_ThinkMore,10_ThinkDifferentHigh,10_ThinkDifferentLow,10_ItemConfElicitation_4,10_HistogramElicitation_4,10_HistogramElicitation_5,10_HistogramElicitation_6,10_HistogramElicitation_7,10_HistogramElicitation_8,10_HistogramElicitation_9,10_HistogramElicitation_10,10_HistogramElicitation_11,Comments,Q46,Q61,Q39,Writing,Elicitation
7/19/2023 9:16,7/19/2023 9:18,0,21,100,0,7/19/2023 10:18,R_21zaaeufepZFpVp,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkDifferent,ItemConfidence
7/19/2023 9:17,7/19/2023 9:18,0,21,40,0,7/19/2023 10:18,R_BxJaPQt90mLzmHD,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkDifferent,ItemConfidence
7/19/2023 9:18,7/19/2023 9:25,8,21,455,0,7/19/2023 10:25,R_1LFNe7WqqZvNLjC,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:30,0,100,407,1,7/19/2023 10:30,R_Zy0updr97VjsNX3,anonymous,EN,Stock 4 of 5:,1,"We're on a serious winner here - look at that upward trajectory, pile in now! It's shown incredible promise so far.",,,,41,21,19,11,8,0,0,0,Stock 5 of 5:,3,We're making steady wins on this stock - every day finishing slightly higher than the last. I think we're set to see further improvement as the week progresses.,,,,9,20,29,22,12,6,2,0,Stock 1 of 5:,4,Thinks generally move up and down - I believe it'll go up back in line with the starting price. Eventually I'm sure it will exceed the start point but in the short timescale for now I think it will definitely go up.,,,,12,28,24,21,7,5,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,4,"Looks like it's going to make a steady upward trajectory, slow and steady wins the race etc - I predict another week or two making small incremental increases.",,,,37,24,17,17,5,0,0,0,Stock 2 of 5:,1,"It looks to be on a steady incline - looking good for future development, I'd definitely place a bet on this one going up.",,,,39,23,12,16,10,0,0,0,,,,,,,,,,,,,,,,,3,54cc8b23fdf99b28036e2467,ThinkMore,Histogram
7/19/2023 10:23,7/19/2023 10:30,0,100,447,1,7/19/2023 10:30,R_ZwNPAUsOyEUS4JX,anonymous,EN,,,,,,,,,,,,,,,Stock 2 of 5:,3,"The trajectory is going upwards at a fairly consistent rate, so in 10 weeks time, it is quite likely and probable that it would come to rest in Bin C",,,,0,0,90,10,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,5,"Seems to be coming down after rising initially, so if it continues along the same and expected path, then it is likely it will land in E",,,,0,0,0,10,80,10,0,0,,,,,,,,,,,,,,,Stock 4 of 5:,6,"Seems to be going in a downwards trajectory, so if it continues along this path, it will likely fall into bin F",,,,0,0,0,0,20,60,20,0,Stock 5 of 5:,4,"Rising t a fairly consistent and predictable rate, therefore I assume that it would follow the same path and fall into bin D",,,,0,0,10,90,0,0,0,0,Stock 1 of 5:,4,"The trajectory is going upwards at a fairly predictable rate, so if it follows the same sort of line it would finish at D",,,,0,0,10,81,9,0,0,0,,,,,,,,,,,,,,,Very interesting to complete - thank you!,If stocks are at all predictable?,1,5e2c8f69cad44b2bc5ce9a34,ThinkMore,Histogram
7/19/2023 10:23,7/19/2023 10:32,0,100,527,1,7/19/2023 10:32,R_3DbYrDdR4qmLjwR,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,6,"Most likely it will end in F due to the reocurring pattern that it's falling, anything can happen but it will keep going down in value as it has the previous days, it can also stabilize in E before dipping intensily afterwards.",,,80,,,,,,,,,Stock 5 of 5:,4,"As it dips people tend to panic sell their stocks, this will cause the graphic to go upwards, the most likely outcome will be D, as it slowly grows at a steady pace when it does indeed grow.",,,60,,,,,,,,,Stock 2 of 5:,5,"It will most likely go up slightly for a couple weeks in D until it falls back down to E, as the pattern suggests, of course its stock so it depends heavily on what the company is doing at the time, but this is the reoccuring pattern.",,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,4,"It could be either C or D if we look at the pattern, it's clearly at a steady upwards the past weeks and unless the company does something absurd it will continue growing upwards, but I've went with D as it's the most possible.",,,85,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,6,"The pattern we see is that it has already reached its peak before, and it has hit once again it's second peak and it's now dipping, it has dipped very hard before so as this is the pattern, I'm choosing F as that's what seems most logical.",,,60,,,,,,,,,"It was interesting, most definitely and fun.",How people predict stocks.,3,614775c6f329a9e5ab190e04,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:32,0,100,558,1,7/19/2023 10:32,R_PULbh38GJfYWwI9,anonymous,EN,Stock 1 of 5:,3,"The price skyrocketed in the last few weeks and therefore I don't think that it will grow in the same rate. Quite a lot of investors might be willing to sell the stock, as they made the profit, so that's another argument against high growth. Therefore I think that the stock will stay in the C bins.",,,35,,,,,,,,,Stock 3 of 5:,3,"The stock price is growing rather quickly. It's very rapid and I don't think that the growth will last forever, as many investors will sell their papers. However, I still think that the trend will continue and the price will raise to the C bin. It's a strong stock and I don't see it falling quickly.",,,40,,,,,,,,,Stock 4 of 5:,6,"Stock price is falling in a steady manner. I think that the trend will continue, it's the most likely outcome. However, the price has already lost quite a lot of value, so I don't think that it will be quick. That's why I think the F bin is most probable.",,,35,,,,,,,,,Stock 5 of 5:,5,There is no clear trend in this stock. I think that it will continue to behave rather randomly. It won't grow or fall that much. That's why I chose the E bin.,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,6,"If the trend continues, the stock price will somewhat fall and should be in the F bin. The stock price is in the downward trend, even though it varies over the weeks. I think that the trend will be continued, therefore the F bin.
",,,40,,,,,,,,,,How sure are people when analyzing the stock market?,3,5c067e6329abc0000199ae45,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:33,0,100,557,1,7/19/2023 10:33,R_1BXw3IcFiaTOamr,anonymous,EN,Stock 4 of 5:,2,"Although a great performer, this exciting company's stock is set to balance out around the B range before re-evaluating itself and tapering off. ",,,69,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,8,"based on the market evaluation of this company's stock, a dramatic downward trend is predicted to reposition this stock in the H range of evaluation",,,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,4,"Based on this company's performance, it's predicted this stock value will level off in the high to mid D range before course correction and settling. ",,,80,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,3,"The trend for this company's stock suggest an upward trend that would land in the lower C range or upper D range. For this particular market analysis, I believe there's a much higher probability it would land in the low C range, with a much smaller chance or reaching value in the high D range. ",,,70,,,,,,,,,Stock 5 of 5:,4,This stock is keen to settle down around the high to mid D range before being reassessed in the market. ,,,68,,,,,,,,,,,,,,,,,,,,,,,,,1,5f516d96bf6cde3b04b94b69,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:33,0,100,593,1,7/19/2023 10:33,R_1DZmDXcCxtnZmU6,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,6,"From the data that has been shown to us, I can use my own knowledge by looking at it that it is morelikely to decrease as there hasn't been no points where it has increased to a significant point.",,,100,,,,,,,,,Stock 5 of 5:,4,"You can see a pattern in the data, the dots kept going higher and higher. This clearly shows that there is no chance for it to go down hill.",,,50,,,,,,,,,Stock 4 of 5:,5,The reason behind why I have chosen E is because the data has reached a high point and it is very unlikely to see it increase a large amount.,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,3,I have shown the letter C because it could likely go over the line as you can see the data the individual dots went over the line.,,,40,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,4,"Well I expect it to rise to D, the reasoning behind this as you can see at the start it rose but then decreased but not so much when you carry on looking at the chart it suddenly decreased and then slightly increased. So my prediction is that it would decrease slightly and then moved back to D in the original position.",,,20,,,,,,,,,,,1,5693df018d93fe000dfa5733,ThinkMore,ItemConfidence
7/19/2023 10:27,7/19/2023 10:34,0,100,459,1,7/19/2023 10:34,R_3G6UYLksKCug9UW,anonymous,EN,Stock 5 of 5:,2,,Stock price is increasing fast so may be it will land in B as per the graph shown,Stock price is increasing fast so may be it will land in B as per the graph shown,,36,64,0,0,0,0,0,0,Stock 2 of 5:,3,,Stock price is increasing so may be it will land in C as per the graph shown,Stock price is increasing so may be it will land in C as per the graph shown,,11,26,57,6,0,0,0,0,,,,,,,,,,,,,,,Stock 4 of 5:,5,,Stock price is decreasing so may be it will land in E as per the graph shown,Stock price is decreasing so may be it will land in E as per the graph shown,,0,0,0,31,60,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,4,,I think it will be somewhere in middle based on the graph shown.,I think it will be somewhere in middle based on the graph shown.,,2,1,7,57,21,9,2,1,Stock 3 of 5:,4,,Stock price is increasing slowly so may be it will land in D as per the graph shown,Stock price is increasing slowly so may be it will land in D as per the graph shown,,0,3,30,54,13,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,61365f766033bc62f92053dc,ThinkDifferent,Histogram
7/19/2023 10:23,7/19/2023 10:34,0,100,709,1,7/19/2023 10:34,R_11k1I6tVsOr6QTr,anonymous,EN,,,,,,,,,,,,,,,Stock 1 of 5:,3,,The stock has shown that it jumps every few weeks significantly so it will be in bin B.,The market is volatile and we're in a recession. Therefore it is likely to be in bin C.,,1,26,55,16,2,0,0,0,Stock 4 of 5:,6,,The stock has had a history of random jumps so it is likely it will jump again.,The stock has been gradually decreasing for weeks and will continue to do so.,,0,0,0,0,37,60,3,0,,,,,,,,,,,,,,,Stock 5 of 5:,5,,The stock has a history of jumping after a period of stagnation therefore it will likely jump.,The stock has been steadily declining and will continue to do so.,,0,0,0,27,60,13,0,0,,,,,,,,,,,,,,,Stock 2 of 5:,5,,"The stock has always recovered after a dip, therefore it will be in bin D.",The stock has been declining consistently over the past few weeks. It will therefore be in bin F.,,0,0,9,20,39,22,10,0,,,,,,,,,,,,,,,Stock 3 of 5:,3,,"The stock has been gradually increasing over the past few weeks. Even though there was a bit of a dip, it's been growing ever since.","There was a recent dip and therefore, there is a huge chance that it would dip again.",,0,0,28,46,26,0,0,0,,,,,,,,,,,,,,,,,3,5fd6818e16f7cb5b58d2178d,ThinkDifferent,Histogram
7/19/2023 10:23,7/19/2023 10:34,0,100,677,1,7/19/2023 10:35,R_3I0lfS8LSnCwyCJ,anonymous,EN,Stock 5 of 5:,2,,"This stock will end in Bin A, it has a good upturn for a good few months and I can only see tis continuning for many more months","This will end up in Bin C, it has had a good turn upward but this will start levelling out now and have a more consistent time",72,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,6,,"I pick Bin E. I am sure this stock price will increase, it has been going downward but is due to see an upturn soon and I predict that will be in the next couple of months when it will become worth more.",I think Bin G is where it will be at that time. This stock has been going downward for months and I cannot see it getting any better in the near future.,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,4,,This stock is likely to end up in Bin C soon as the upward curve has been very convincing and I feel this will continue for the next few months,"I think Bin E is where this will be at that time, this stock has a little upward turn and then it stagnates a bit and if due to go down in the near future",51,,,,,,,,,Stock 4 of 5:,6,,"I think this will end up in Bin E, as it's bound to go up again very soon after a sharp drop recently.","This will definitely end in Bin G, the stock has taken a sudden downturn and very quickly and I can't see it recovering soon",60,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,3,,"I think this stock will end in Bin B, there is definitely a consistent upturn that I feel will continue for the near future",Bin D is where this will be in the next few months. This stock definitely goes up a little and then stagnates and is probably due a slight downturn soon.,59,,,,,,,,,,,,,,,,,,,,,,,,,1,595e7974af78da0001a21c3a,ThinkDifferent,ItemConfidence
7/19/2023 10:23,7/19/2023 10:35,0,100,770,1,7/19/2023 10:36,R_2dRM4L9dt4BEkbU,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,4,"the stock seems to be very steadly over the period, and should continue to maintain its price over the next few weeks",,,,0,0,6,48,46,0,0,0,Stock 5 of 5:,6,"the stock seems to be on a steady decline over the period, and should continue to maintain its price over the next few weeks",,,,0,0,4,10,53,33,0,0,,,,,,,,,,,,,,,Stock 1 of 5:,6,"something must have happend to make the stock fall over the last ten weeks, and i think this trend is going to continue",,,,0,0,7,13,28,52,0,0,Stock 3 of 5:,4,"the stock seems to be on the rise very steadly over the period, and should continue to steadly rise over the next few weeks",,,,0,0,46,54,0,0,0,0,Stock 2 of 5:,4,the stock seems to be on an even keal lately and i think this trend will contiune over the next few weeks,,,,0,0,0,49,49,2,0,0,,,,,,,,,,,,,,,,,1,5b7bf6c98c721a00015d1feb,ThinkMore,Histogram
7/19/2023 10:23,7/19/2023 10:35,0,100,755,1,7/19/2023 10:36,R_2c1OLI7ZQMxqqTw,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,3,"Although in a short term decline, this stock's history seems to be one of rises followed by a short fall, then another rise. I would expect this stock to shortly begin another rise which would take it into band C",,,,2,4,29,24,21,13,4,3,Stock 3 of 5:,5,"Although falling previously, the decline seems to have stabilised and is unlikely to plunge further. However, there do not seem to be signs of an improvement either - not yet at least",,,,4,5,15,24,34,15,2,1,Stock 5 of 5:,3,"Although falling for many weeks, the recent rise in price appears to be consistent and steady. The angle of increase leads me to believe it will end up in band C",,,,3,10,32,28,22,2,2,1,Stock 1 of 5:,4,"The stocks are at a low right now but are showing a very small sign of bouncing back.  I think they are likely to bounce back further and achieve something higher because that is the norm for these stocks. If you continue that small improvement, you are in the region of band D.",,,,3,3,25,36,20,6,5,2,Stock 2 of 5:,3,The stocks are improving steadily but not absolutely consistently. I think it unlikely that they will rapidly go up or go down but continue a slow steady rise,,,,5,13,35,31,8,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Not sure - people's perceptions of pattern? Risk? Predicting the future?,1,5e9027110aacc7320bd9a84b,ThinkMore,Histogram
7/19/2023 10:23,7/19/2023 10:36,0,100,773,1,7/19/2023 10:36,R_3oMg2S7lY0CCu5Y,anonymous,EN,,,,,,,,,,,,,,,Stock 4 of 5:,2,"The price is going up for quite some time, there was only a little drop of the price, so I guess it will go even higher than it was earlier.",,,,6,46,22,15,4,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,4,"Price is steady, but I guess it can be a little bit higher after 10 weeks, considering that the price was higher and went down a bit.",,,,3,6,11,50,18,6,4,2,,,,,,,,,,,,,,,Stock 1 of 5:,6,"We can clearly see that the price is going down, so probably it will go down a little bit further in that time frame.",,,,2,3,5,12,15,47,13,3,Stock 5 of 5:,4,"The price is steady and it went only a little bit higher on the price, so I guess it's gonna still be steady and price won't go down or up much.",,,,2,4,15,55,12,4,4,4,Stock 3 of 5:,3,"The price was going higher for quite some time, it dropped a bit but in general it probaly will go up.",,,,5,9,60,10,6,5,3,2,,,,,,,,,,,,,,,,,1,5ed19f0959b1880f97cbb081,ThinkMore,Histogram
7/19/2023 10:23,7/19/2023 10:36,0,100,783,1,7/19/2023 10:36,R_2DTcX0pLNFR0bI0,anonymous,EN,Stock 5 of 5:,3,,"Bin B, the trend is definitely upwards and it should easily get there, if not higher.","Bin D, there has been a bit if a rally in the final two weeks but after a rally things settle down to fair values.",,2,22,23,22,19,10,2,0,Stock 3 of 5:,4,,"The trend is up, so bin C looks very likely to be the price at that point.","Bin E looks likely, it has increased due to perhaps some good news, but is probably overvalued and due for a fall.",,1,10,23,24,24,15,2,1,Stock 2 of 5:,6,,"while the price has been falling, it seems to have hit a floor, hence E.","Extending the trend onward, G appears to be likely.",,2,3,8,26,25,25,9,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,4,,The trend is upwards so bin C looks like where it will probably end up.,"Bin E, there has been a bit of a rally but after a rally prices settle down to their fair value.",,3,16,22,23,22,11,2,1,,,,,,,,,,,,,,,Stock 1 of 5:,4,,"The price seems to be going up in the long term, perhaps this data is from a long bull run, so C seems to be sensible.","Bin E looks likely as the stock seems to be generally going up in the short term, and long term trends to move away from short term trends.",,2,10,34,33,10,6,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,614ee866eb22f6b60f499a91,ThinkDifferent,Histogram
7/19/2023 10:22,7/19/2023 10:36,0,100,798,1,7/19/2023 10:36,R_2U9pDw01ZwqkoWb,anonymous,EN,Stock 4 of 5:,2,"I looked at the trend over time, It's hard to say where this stock will be as it is changing quite quickly, but if it carries on as it is 10 weeks from now it will likely be in the B group",,,40,,,,,,,,,Stock 1 of 5:,3,"I looked at the graph 10 weeks ago and 20 weeks ago, then drew a straight line joinig them together. I extended the line and the price 10 weeks from now was in the C group",,,80,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,4,I looked at the overall trend and drew a line of best fit. I extended the line and the price for about 10 weeks from now is near the top of the D area,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 5 of 5:,5,"The stock price was stable for a while but then fell sharply about a month ago, but it has stabalised rising by 1cent in the past week. I think it will continue to stabalise for a while and stay in the E group then eventually return to the D group",,,55,,,,,,,,,Stock 3 of 5:,4,"I drew a line of best fit on the graph to find the overall price trend, the line 10 weeks from now is at the top of the D group, maybe at the bottom of the C group",,,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,How people trade stocks from looking at previous prices,3,614d9188dc315950026a6102,ThinkMore,ItemConfidence
7/19/2023 10:25,7/19/2023 10:36,0,100,663,1,7/19/2023 10:36,R_2rMzV2KRrp5K0dX,anonymous,EN,Stock 1 of 5:,2,"Because in the last weeks the dots were spreading wider appart, so it makes sense to land on the mark B",,,60,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,6,"Since the dots are on top of section F, and are coming down slower, it makes sense to land on the same one ",,,80,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,5,"I think it will stay on the same section, because the prices are coming down slower and as you can see they are more grupped, so there's no reason to be less or more than that",,,70,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,6,"The dots of the prices are coming down faster than in the last few weeks. Nonetheless, it makes sense that they land in F, because it's the next one on the down ladder",,,60,,,,,,,,,,,,,,,,,,,,,,,Stock 5 of 5:,5,"it will be more likely to be the section E, but it could also be F, it's hard to predict this one because the dots are more spread apart ",,,50,,,,,,,,,,,,,,,,,,,,,,,difficult to predict the spreader dots,I think it studies the prediction of people ,1,610846dd7da13e7eb86a6f39,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:36,0,100,807,1,7/19/2023 10:36,R_22rc7DS2SN3qpmP,anonymous,EN,,,,,,,,,,,,,,,Stock 1 of 5:,3,,You can clearly see that the continuing trend will push the stock in to bin B based upon all previous data.,"As you can see, growth is slowing towards the latter end, and t he stock will clearly even out and remain in bin D.",50,,,,,,,,,Stock 2 of 5:,6,,You can clearly see that the stock is swiftly dropping and will end up in bin G. There's no question of it.,The stock has had its drop and will now clearly taper out and end up staying in bin E.,50,,,,,,,,,,,,,,,,,,,,,,,Stock 5 of 5:,6,,"As you can clearly see, it's remaining quite stable and will continue to do so, remaining in bin E.",You can see that it's going on a downturn and will inevitably fall in to bin G.,50,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,7,,You can see that other than one slight drop it has remained relatively stable. The stock will end in bin F.,You can clearly see that it's on a catastrophic drop and will obviously end in bin H.,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,5,,"You can see that it's on an upward trend, and as with the previous spike will go in to bin C.","You can see that it has had it's upward spike and will now fall swiftly as it did before and end up in bin F again, possibly even hitting G but F is the much safer bet.",50,,,,,,,,,"Was interesting, thanks.","No idea, sorry.",1,596e1edd39e9d00001b7bb98,ThinkDifferent,ItemConfidence
7/19/2023 10:26,7/19/2023 10:37,0,100,639,1,7/19/2023 10:37,R_3dRLiWoU41u0LS2,anonymous,EN,,,,,,,,,,,,,,,Stock 4 of 5:,3,"The bin will land on the line C, of we follow the line we can see where it will land the bin, because the time between the two bins isn't that much. ",,,80,,,,,,,,,,,,,,,,,,,,,,,Stock 5 of 5:,4,"The bin will land on the line D, because if we follow the line we can be sure where it will land, there isn't that difference between the two of them. ",,,72,,,,,,,,,,,,,,,,,,,,,,,Stock 2 of 5:,4,"The bin will land on the line D, because if we follow the line we can see that it's where with will land. ",,,84,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,4,"The bin will land on the line D, if we follow the line because the difference won't make that big changes. ",,,83,,,,,,,,,,,,,,,,,,,,,,,Stock 1 of 5:,3,"I think the bin will land on the C line, because the difference between time wont make many changes so we are for sure of that. ",,,20,,,,,,,,,,,1,5ee623674afa60375e30eec3,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:37,0,100,852,1,7/19/2023 10:37,R_3Hht69FbPOPZk6a,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Stock 4 of 5:,6,"The shares of this company have been falling for a long time, they are almost in contact with F, so according to its history, it is most likely that it will reach F",,,94,,,,,,,,,,,,,,,,,,,,,,,Stock 5 of 5:,5,Stocks will probably stay at E because it's not moving fast enough to make a letter change in 10 weeks,,,90,,,,,,,,,,,,,,,,,,,,,,,Stock 3 of 5:,6,clearly something happened that caused the shares of this company to plummet in the last year it was restored but there is more probabilities than the continued fall,,,55,,,,,,,,,Stock 1 of 5:,4,analyzing the total shares in the market so far we can see that they do not move significantly to consider other options,,,82,,,,,,,,,Stock 2 of 5:,4,"most likely it will continue in D because as the previous points indicate there is a tendency to rise, it is possible that it will reach E but the possibility is not as great as in D",,,71,,,,,,,,,,,,,,,,,,,,,,,,the way the general public views the actions and the predictions they are willing to make,2,613a930ddceaa99a97d512bb,ThinkMore,ItemConfidence
7/19/2023 10:23,7/19/2023 10:37,0,100,869,1,7/19/2023 10:37,R_2zbTABNsW4H3c4B,anonymous,EN,,,,,,,,,,,,,,,Stock 5 of 5:,2,,"This is an upwards trend, clear and strong. Investing in this would be a win all around.","This is an upwards trend, clear and strongly so. Investing at this level would mean eliminating some risk associated with rapid increase in stock prices.",80,,,,,,,,,Stock 2 of 5:,6,,"The market is volatile and could change at any moment. Take a risk, this will be a high paying yield if it increases and we're coming out of the pandemic years.","Pick bin G as this company and their stocks are failing. The downward trend has continued for a few years now, and does not look set to rise to it's previous levels. Drop off will be faster and more acute now as people bail.",94,,,,,,,,,Stock 4 of 5:,4,,There is an upwards trend on this investment stock so it would be wise to buy now as it increases in the longer term in the upwards direction.,"Whilst there is an upwards trend on this investment stock, it does dip and would be worth investing at a low level because it increases in the longer term in the upwards direction thereby being a good return on investment over the longer term.",60,,,,,,,,,Stock 3 of 5:,5,,"This investment stock is a peaks-and-troughs kinda game! It's on a low now, but is likely to increase again and provide a return on your investments.","This investment stock is a peaks-and-troughs kinda game! It's on a low now, but could either increase or go even lower. Wait for it to fall lower and buy while at that rate, this will increase again and provide a return on your investments later.",61,,,,,,,,,Stock 1 of 5:,5,,"As you can see by historical evidence, this market is fairly stable and is experiencing an upward trend at the moment, so jump on in and invest while you can!",Look at the trend of this investment stock - it is fairly stable in the 90-100 price band and hovers there 95% of the time. Consider the bin below as it has reached a peak and will likely decrease to this amount in the near future.,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,5fa06626eace830856baf36f,ThinkDifferent,ItemConfidence
